Nuaille	Maine-et-Loire, Pays de la Loire	286517	8	1447	47.09496	-0.79596
Nubbel	Schleswig-Holstein	548575	8	1656	54.26667	9.61667
Nucet	Comuna Nucet, Dambovita	13854989	8	4348	44.78333	25.55
Nucet	Oras Nucet, Bihor	10718896	8	1500	46.48732	22.5585
Nucetto	Provincia di Cuneo, Piedmont	43049	8	268	44.33963	8.0596
Nuci	Comuna Nuci, Ilfov	9883486	8	3174	44.71667	26.3
Nudersdorf	Saxony-Anhalt	7987200	9	1049	51.93025	12.59554
Nudgee	Brisbane, Queensland	11677797	9	3507	-27.3691	153.0847
Nudlingen	Regierungsbezirk Unterfranken, Bavaria	383674	8	4273	50.22063	10.12296
Nueil-les-Aubiers	Deux-Sevres, Nouvelle-Aquitaine	150306	8	5195	46.93333	-0.58333
Nueil-sur-Layon	Maine-et-Loire, Pays de la Loire	1221087	9	1395	47.11811	-0.36573
Nuembrecht	Regierungsbezirk Koeln, North Rhine-Westphalia	173876	8	17427	50.90427	7.54063
Nuenen	Gemeente Nuenen, Gerwen en Nederwetten, North Brabant	192880	10	23223	51.47	5.55278
Nueno	Provincia de Huesca, Aragon	345170	8	451	42.26697	-0.43906
Nuernberg	Regierungsbezirk Mittelfranken, Bavaria	62780	6	515543	49.45421	11.07752
Nueva Arica	Provincia de Chiclayo, Lambayeque	1969746	8	0	-6.87278	-79.34278
Nueva Cajamarca	Provincia de Rioja, San Martin	1971704	8	0	-5.94056	-77.30806
Nueva Concepcion	Municipio de Nueva Concepcion, Escuintla	4469379	6	11121	14.2	-91.3
Nueva Granada	Galeras, Sucre	1324919	6	20239	9.16095	-75.04811
Nueva Guinea	South Caribbean Coast	2194696	6	52929	11.68758	-84.45616
Nueva Helvecia	Nueva Helvecia, Colonia	2870068	8	10054	-34.3	-57.23333
Nueva Imperial	Provincia de Cautin, Araucania	1768732	8	18777	-38.74451	-72.95025
Nueva Italia	Nueva Italia, Central	6601482	8	2841	-25.6108	-57.46563
Nueva Loja	Canton Lago Agrio, Sucumbios	114564	6	24211	0.086	-76.89528
Nueva Loja	Canton Lago Agrio, Sucumbios	1698352	8	24211	0.086	-76.89528
Nueva Ocotepeque	Ocotepeque	10559532	6	8780	14.43333	-89.18333
Nueva Ocotepeque	Ocotepeque	4627394	4	8780	14.43333	-89.18333
Nueva Palmira	Nueva Palmira, Colonia	2896584	8	9857	-33.87031	-58.41176
Nueva Paz	Mayabeque	5539169	6	0	22.76266	-81.75617
Nueva Providencia	Distrito de Colon, Colon	11838212	8	0	9.26333	-79.81556
Nueva Santa Rosa	Santa Rosa	4470271	6	10130	14.38111	-90.27611
Nueva Valencia	Province of Guimaras, Western Visayas	3512051	6	2681	10.51077	122.5315
Nueva Villa de Padilla	Padilla, Tamaulipas	5606132	6	5517	24.04784	-98.90085
Nueva Villa de las Torres	Provincia de Valladolid, Castille and Leon	346975	8	386	41.26762	-5.05685
Nuevalos	Provincia de Zaragoza, Aragon	342428	8	384	41.21185	-1.78954
Nueve de Julio	Departamento de Nueve de Julio, San Juan	3584752	5	7652	-31.66914	-68.39023
Nueve de Julio	Partido de Nueve de Julio, Buenos Aires	3467056	8	34718	-35.44437	-60.88313
Nueve de Julio	Partido de Nueve de Julio, Buenos Aires	6661141	6	34718	-35.44437	-60.88313
Nuevo Baztan	Provincia de Madrid, Madrid	342969	8	5503	40.36731	-3.24125
Nuevo Berlin	Nuevo Berlin, Rio Negro	2743657	8	2450	-32.97974	-58.05858
Nuevo Colon	Nuevo Colon, Boyaca	1315416	6	863	5.35368	-73.4566
Nuevo Imperial	Provincia de Canete, Lima region	1944773	8	32344	-13.07541	-76.31719
Nuevo Morelos	Nuevo Morelos, Tamaulipas	5606100	6	2234	22.53604	-99.21934
Nuevo Progreso	Rio Bravo, Tamaulipas	6994991	8	10178	26.0553	-97.95217
Nuevo Progreso	San Marcos	4478058	6	8113	14.79174	-91.91946
Nuevo San Carlos	Retalhuleu	4476168	6	19162	14.593	-91.6939
Nuevo Urecho	Nuevo Urecho, Michoacan	5606102	6	1325	19.16602	-101.86816
Nuez de Ebro	Provincia de Zaragoza, Aragon	342429	8	637	41.58957	-0.66774
Nufaru	Comuna Nufaru, Tulcea	9883780	8	2388	45.15	28.91667
Nufringen	Regierungsbezirk Stuttgart, Baden-Wurttemberg	533614	8	5249	48.62253	8.89009
Nuh	Mewat, Haryana	10398371	6	12698	28.10296	77.00144
Nui Thanh	Quang Nam	7060479	6	0	15.43194	108.65946
Nuille-sur-Vicoin	Mayenne, Pays de la Loire	1137731	8	1103	47.9853	-0.7835
Nuits-Saint-Georges	Cote d'Or, Bourgogne-Franche-Comte	131393	8	5300	47.13683	4.949
Nukerke	Provincie Oost-Vlaanderen, Flanders	3401817	9	1916	50.79564	3.59492
Nukuoro	Nukuoro Municipality, Pohnpei	3823805	8	0	3.83619	154.97143
Nule	Provincia di Sassari, Sardinia	40542	8	1427	40.46266	9.19076
Nules	Provincia de Castello, Valencia	343023	8	13490	39.85362	-0.15643
Nulsen	Esperance Shire, Western Australia	11689010	9	1154	-33.85696	121.87499
Nulti	Canton Gualaceo, Azuay	3693132	8	4589	-2.91667	-78.85
Numan	Numan, Adamawa	3720374	6	77617	9.46374	12.03062
Numana	Provincia di Ancona, The Marches	42466	8	1322	43.51136	13.62118
Numancia	Province of Aklan, Western Visayas	3593721	6	0	11.7059	122.3284
Numancia de la Sagra	Province of Toledo, Castille-La Mancha	339551	8	3707	40.07395	-3.85118
Numansdorp	Hoeksche Waard, South Holland	2712614	10	4280	51.73167	4.4375
Numaran	Numaran, Michoacan	5606103	6	4944	20.2558	-101.94988
Numata	Numata Shi, Gunma	3565917	7	46908	36.63333	139.05
Numata	Uryu Gun, Hokkaido	4069296	7	3207	43.80306	141.93889
Numazu	Numazu-shi, Shizuoka	4674541	7	189486	35.1	138.86667
Numurkah	Moira, Victoria	2517606	9	4396	-36.08846	145.44215
Nunawading	Whitehorse, Victoria	2390041	9	12413	-37.82043	145.17308
Nunchia	Nunchia, Casanare	11313213	6	1282	5.63589	-72.19543
Nunchritz	Saxony	2982886	7	6846	51.29993	13.38555
Nunchritz	Saxony	549799	8	6846	51.29993	13.38555
Nundah	Brisbane, Queensland	11677775	9	11823	-27.40252	153.06165
Nunningen	Bezirk Thierstein, Solothurn	1683559	8	1939	47.3941	7.61951
Nuno Gomez	Province of Toledo, Castille-La Mancha	343675	8	204	40.11383	-4.61978
Nunomoral	Provincia de Caceres, Extremadura	1866446	8	1540	40.40692	-6.24636
Nunspeet	Gemeente Nunspeet, Gelderland	2712531	10	19496	52.37917	5.78611
Nunspeet	Gemeente Nunspeet, Gelderland	409694	8	19496	52.37917	5.78611
Nunthorpe	Middlesbrough, England	7154442	10	0	54.5288	-1.18438
Nuova Conza della Campania	Provincia di Avellino, Campania	40818	8	695	40.8586	15.33645
Nuova Gibellina	Trapani, Sicily	39368	8	4260	37.80704	12.86954
Nuovo Centro Urbano Poggioreale	Trapani, Sicily	39362	8	1517	37.76404	13.03594
Nuporanga	Nuporanga, Sao Paulo	298328	8	6900	-20.73095	-47.75177
Nuporanga	Nuporanga, Sao Paulo	5349684	9	6900	-20.73095	-47.75177
Nurachi	Provincia di Oristano, Sardinia	40169	8	1751	39.97451	8.53965
Nuragus	Provincia del Sud Sardegna, Sardinia	40074	8	926	39.77771	9.03724
Nurdagi	Gaziantep	1808095	6	12827	37.16821	36.73623
Nureci	Provincia di Oristano, Sardinia	40086	8	318	39.82329	8.97484
Nurensdorf	Bezirk Buelach, Zurich	1682174	8	2310	47.44814	8.64908
Nurhak	Kahramanmaras	1340568	6	8595	37.96366	37.44047
Nuriootpa	Barossa, South Australia	6547659	9	6213	-34.46825	138.99767
Nurmijaervi	Helsinki, Uusimaa	36098	8	37073	60.46407	24.8073
Nurri	Provincia del Sud Sardegna, Sardinia	40015	8	2109	39.71122	9.2299
Nurtingen	Regierungsbezirk Stuttgart, Baden-Wurttemberg	2795565	8	40210	48.62565	9.34203
Nurzec-Stacja	Powiat siemiatycki, Podlasie	6780519	8	2000	52.46249	23.08571
Nurzec-Stacja	Powiat siemiatycki, Podlasie	6780554	8	2000	52.46249	23.08571
Nurzec-Stacja	Powiat siemiatycki, Podlasie	6900544	8	2000	52.46249	23.08571
Nus	Valle d'Aosta, Aosta Valley	45955	8	1826	45.74026	7.4666
Nusaybin	Mardin	1692099	6	88977	37.07028	41.21465
Nusco	Provincia di Avellino, Campania	40832	8	1783	40.8882	15.09185
Nussdorf	Upper Bavaria, Bavaria	941743	8	2475	47.90564	12.59608
Nussdorf am Haunsberg	Politischer Bezirk Salzburg-Umgebung, Salzburg	86535	8	970	47.95944	13.00917
Nussdorf am Inn	Upper Bavaria, Bavaria	2186929	8	2590	47.74232	12.15611
Nusse	Schleswig-Holstein	1465978	8	1017	53.65654	10.58391
Nussloch	Karlsruhe Region, Baden-Wurttemberg	453398	8	10815	49.32389	8.69556
Nutfield	Surrey, England	2559826	10	2673	51.24505	-0.14299
Nuth	Beekdaelen, Limburg	1518234	10	4585	50.9175	5.88611
Nutley	Essex County, New Jersey	170772	8	27572	40.82232	-74.15987
Nutter Fort	Harrison County, West Virginia	238681	8	1575	39.26342	-80.31981
Nutzen	Schleswig-Holstein	423183	8	1167	53.86667	9.91667
Nuvolento	Provincia di Brescia, Lombardy	45228	8	3491	45.54599	10.38809
Nuvolera	Provincia di Brescia, Lombardy	45215	8	3365	45.53218	10.36917
Nuxis	Provincia del Sud Sardegna, Sardinia	39813	8	1180	39.15456	8.73953
Nuzvid	Krishna, Andhra Pradesh	10154341	6	53391	16.78854	80.84593
